geno,treatment,day,cell_type,image,position,cumm_len,cell_len,date,notes
WT,control,7,cortex_meristem,WT_control-4.czi,57,807.371,118.316,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,58,936.26,128.889,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,59,1069.067,132.807,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,60,1220.133,151.066,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,61,1381.867,161.734,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,62,1537.442,155.575,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,63,1713.788,176.346,20220211,
WT,control,7,cortex_meristem,WT_control-4.czi,64,1956.016,242.228,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,1,7.391,7.391,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,2,15.376,7.985,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,3,24.861,9.485,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,4,35.363,10.502,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,5,48.471,13.108,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,6,56.947,8.476,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,7,64.05,7.103,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,8,69.696,5.646,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,9,74.282,4.586,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,10,79.533,5.251,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,11,84.099,4.566,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,12,92.084,7.985,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,13,97.497,5.413,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,14,102.082,4.585,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,15,107.543,5.461,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,16,113.414,5.871,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,17,118.81,5.396,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,18,123.809,4.999,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,19,130.464,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,20,134.798,4.334,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,21,140.669,5.871,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,22,146.129,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,23,152.48,6.351,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,24,157.892,5.412,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,25,163.836,5.944,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,26,169.249,5.413,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,27,175.531,6.282,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,28,182.637,7.106,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,29,188.097,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,30,193.51,5.413,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,31,201.175,7.665,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,32,209.566,8.391,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,33,215.793,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,34,222.143,6.35,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,35,229.719,7.576,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,36,237.203,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,37,243.444,6.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,38,250.099,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,39,258.032,7.933,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,40,265.135,7.103,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,41,272.654,7.519,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,42,278.466,5.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,43,286.451,7.985,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,44,293.52,7.069,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,45,299.761,6.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,46,306.002,6.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,47,316,9.998,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,48,328.564,12.564,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,49,341.018,12.454,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,50,352.708,11.69,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,51,373.88,21.172,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,52,395.068,21.188,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,53,415.012,19.944,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,54,436.188,21.176,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,55,459.256,23.068,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,56,480.161,20.905,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,57,502.01,21.849,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,58,523.669,21.659,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,59,545.067,21.398,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,60,567.934,22.867,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,61,611.814,43.88,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,62,660.849,49.035,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,63,721.994,61.145,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,64,778.959,56.965,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,65,833.613,54.654,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,66,887.629,54.016,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,67,964.718,77.089,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,68,1040.564,75.846,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,69,1132.964,92.4,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,70,1182.451,49.487,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,71,1277.045,94.594,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,72,1382.619,105.574,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,73,1488.809,106.19,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,74,1712.151,223.342,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,75,1919.865,207.714,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_1.czi,76,2154.011,234.146,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,1,10.032,10.032,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,2,17.653,7.621,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,3,29.883,12.23,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,4,39.335,9.452,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,5,49.107,9.772,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,6,58.798,9.691,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,7,68.665,9.867,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,8,75.423,6.758,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,9,81.25,5.827,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,10,86.789,5.539,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,11,93.071,6.282,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,12,98.883,5.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,13,103.468,4.585,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,14,112.685,9.217,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,15,121.029,8.344,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,16,128.605,7.576,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,17,136.077,7.472,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,18,143.561,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,19,151.46,7.899,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,20,158.932,7.472,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,21,165.587,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,22,172.242,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,23,180.96,8.718,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,24,188.891,7.931,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,25,197.609,8.718,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,26,203.836,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,27,210.063,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,28,216.29,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,29,224.221,7.931,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,30,231.706,7.485,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,31,237.166,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,32,241.732,4.566,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,33,247.559,5.827,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,34,253.019,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,35,260.503,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,36,266.73,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,37,275.863,9.133,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,38,285.861,9.998,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,39,292.554,6.693,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,40,303.356,10.802,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,41,311.669,8.313,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,42,323.736,12.067,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,43,336.197,12.461,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,44,347.596,11.399,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,45,354.239,6.643,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,46,365.574,11.335,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,47,376.079,10.505,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,48,387.479,11.4,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,49,396.353,8.874,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,50,410.153,13.8,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,51,424.353,14.2,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,52,441.066,16.713,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,53,457.091,16.025,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,54,471.908,14.817,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,55,486.108,14.2,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,56,511.199,25.091,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,57,531.472,20.273,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,58,552.611,21.139,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,59,574.844,22.233,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,60,594.359,19.515,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,61,617.207,22.848,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,62,635.966,18.759,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,63,681.489,45.523,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,64,717.301,35.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,65,748.189,30.888,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,66,793.377,45.188,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,67,831.833,38.456,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,68,875.728,43.895,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,69,914.355,38.627,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,70,996.201,81.846,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,71,1115.287,119.086,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,72,1237.069,121.782,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_2.czi,73,1367.102,130.033,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,1,9.412,9.412,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,2,22.441,13.029,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,3,31.383,8.942,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,4,39.138,7.755,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,5,49.247,10.109,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,6,56.414,7.167,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,7,63.788,7.374,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,8,69.655,5.867,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,9,75.067,5.412,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,10,80.118,5.051,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,11,86.061,5.943,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,12,91.522,5.461,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,13,96.656,5.134,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,14,100.828,4.172,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,15,105.963,5.135,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,16,110.605,4.642,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,17,119.479,8.874,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,18,127.055,7.576,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,19,132.593,5.538,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,20,137.592,4.999,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,21,144.758,7.166,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,22,149.4,4.642,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,23,153.136,3.736,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,24,160.654,7.518,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,25,165.789,5.135,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,26,170.356,4.567,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,27,174.528,4.172,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,28,179.094,4.566,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,29,182.83,3.736,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,30,187.416,4.586,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,31,194.582,7.166,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,32,202.642,8.06,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,WT_TN491_1_2_hb_quad_T3_3.czi,33,211.038,8.396,20220211,
